"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","ADP","playerid"
"Avery Whitney","CHC","0","0","6.08","0","1","0","1.0","1","1","0","1","1","1.81","7.00","6.56","6.17","0.0","0.0","999.0","sa3007966"
"Robert Peace","","0","0","6.18","0","1","0","1.0","1","1","0","1","1","1.77","6.36","5.86","6.28","0.0","0.0","999.0","sa875615"
"Hansel Paulino","","0","0","6.10","0","1","0","1.0","1","1","0","1","1","1.79","6.76","6.38","6.28","0.0","0.0","999.0","sa828144"
"Ronny Agustin","PIT","0","0","5.84","0","1","0","1.0","1","1","0","1","1","1.85","6.90","7.16","6.15","0.0","0.0","999.0","sa873563"
"Jhon Peluffo","","0","0","6.11","0","1","0","1.0","1","1","0","1","1","1.75","6.28","5.78","6.28","0.0","0.0","999.0","sa828540"
"Hildemaro Requena","","0","0","6.18","0","1","0","1.0","1","1","0","1","1","1.73","5.33","5.04","6.28","0.0","0.0","999.0","sa832269"
"Erbert Gonzalez","","0","0","6.11","0","1","0","1.0","1","1","0","1","1","1.83","7.51","7.01","6.28","0.0","0.0","999.0","sa829868"
"Garrett Suchey","","0","0","6.11","0","1","0","1.0","1","1","0","1","1","1.78","6.38","6.06","6.28","0.0","0.0","999.0","sa3006097"
"Marco Camarena","","0","0","6.13","0","1","0","1.0","1","1","0","1","1","1.80","6.03","6.08","6.28","0.0","0.0","999.0","sa506924"
"Brooks Kriske","NYY","0","0","5.03","0","4","0","4.0","4","2","1","4","2","1.51","9.41","5.00","5.26","0.0","0.0","999.0","21189"
"Vanny Valenzuela","","0","0","6.21","0","1","0","1.0","1","1","0","1","1","1.75","6.31","5.63","6.29","0.0","0.0","999.0","sa509795"
"Yaramil Hiraldo","ARI","0","0","6.09","0","1","0","1.0","1","1","0","1","1","1.82","7.07","6.71","6.17","0.0","0.0","999.0","sa3006562"
"Brandon Withers","OAK","0","0","5.79","0","1","0","1.0","1","1","0","1","1","1.76","5.61","6.05","6.17","0.0","0.0","999.0","sa3005217"
"Linder Castro","","0","0","6.08","0","1","0","1.0","1","1","0","1","1","1.76","7.04","6.27","6.29","0.0","0.0","999.0","sa592949"
"Bryson Hutchinson","NYM","0","0","5.81","0","1","0","1.0","1","1","0","1","1","1.73","5.84","5.52","6.11","0.0","0.0","999.0","sa3005328"
"Juan Robles","","0","0","5.90","0","1","0","1.0","1","1","0","1","1","1.76","6.47","6.18","6.21","0.0","0.0","999.0","sa873226"
"Matthew Waldron","SDP","0","0","5.86","0","1","0","1.0","1","1","0","1","1","1.80","6.39","6.54","6.14","0.0","0.0","999.0","sa3010111"
"Christopher Rocha","","0","0","6.15","0","1","0","1.0","1","1","0","1","1","1.77","5.74","5.63","6.29","0.0","0.0","999.0","sa977111"
"Esteban Romero","","0","0","6.18","0","1","0","1.0","1","1","0","1","1","1.76","6.31","5.75","6.30","0.0","0.0","999.0","sa3005404"
"Tyler Gillies","MIL","0","0","5.95","0","1","0","1.0","1","1","0","1","1","1.76","7.25","6.44","6.21","0.0","0.0","999.0","sa3008645"
"Michael Agis","","0","0","6.14","0","1","0","1.0","1","1","0","1","1","1.84","6.24","6.55","6.30","0.0","0.0","999.0","sa3002752"
"Nathaniel Bertness","","0","0","5.99","0","1","0","1.0","1","1","0","1","1","1.75","6.95","6.17","6.30","0.0","0.0","999.0","sa875697"
"Hayden Roberts","","0","0","6.10","0","1","0","1.0","1","1","0","1","1","1.79","6.39","6.19","6.30","0.0","0.0","999.0","sa3002823"
"Michael Burke","","0","0","6.18","0","1","0","1.0","1","1","0","1","1","1.71","6.29","5.22","6.30","0.0","0.0","999.0","sa829509"
"Andy Ravel","TOR","0","0","6.36","0","1","0","1.0","1","1","0","1","1","1.77","6.04","5.65","6.47","0.0","0.0","999.0","sa738700"
"Devin Conn","HOU","0","0","5.85","0","1","0","1.0","1","1","0","1","1","1.83","6.83","7.05","6.22","0.0","0.0","999.0","sa3007252"
"Andy Salcido","","0","0","6.16","0","1","0","1.0","1","1","0","1","1","1.79","6.58","6.26","6.31","0.0","0.0","999.0","sa3005407"
"Carlos Hernandez","","0","0","6.15","0","1","0","1.0","1","1","0","1","1","1.74","6.73","5.87","6.31","0.0","0.0","999.0","sa827961"
"Zachary Daniels","ATL","0","0","6.10","0","1","0","1.0","1","1","0","1","1","1.82","6.26","6.17","6.13","0.0","0.0","999.0","sa3007774"
"Jeff Burke","","0","0","6.19","0","1","0","1.0","1","1","0","1","1","1.78","6.13","5.90","6.31","0.0","0.0","999.0","sa857543"
"Cristofer Ogando","TBR","0","0","5.77","0","1","0","1.0","1","1","0","1","1","1.74","7.08","6.42","6.15","0.0","0.0","999.0","sa737479"
"Noel De Jesus","STL","0","0","5.80","0","1","0","1.0","1","1","0","1","1","1.82","6.22","6.72","6.13","0.0","0.0","999.0","sa879105"
"Rodolfo Aguirre","","0","0","6.19","0","1","0","1.0","1","1","0","1","1","1.74","6.05","5.43","6.32","0.0","0.0","999.0","sa447339"
"Wesley Rodriguez","ARI","0","0","6.09","0","1","0","1.0","1","1","0","1","1","1.83","7.15","6.84","6.19","0.0","0.0","999.0","sa875566"
"Kenneth Oakley","","0","0","6.15","0","1","0","1.0","1","1","0","1","1","1.77","6.43","5.97","6.32","0.0","0.0","999.0","sa856279"
"Moises Lugo","SDP","0","0","5.90","0","1","0","1.0","1","1","0","1","1","1.79","6.53","6.49","6.16","0.0","0.0","999.0","sa3002814"
"Luis De Luna","","0","0","6.18","0","1","0","1.0","1","1","0","1","1","1.77","6.46","5.95","6.32","0.0","0.0","999.0","sa977262"
"Yosshel Hurtado","","0","0","6.18","0","1","0","1.0","1","1","0","1","1","1.81","6.49","6.38","6.32","0.0","0.0","999.0","sa829111"
"Jake Kinney","","0","0","6.11","0","1","0","1.0","1","1","0","1","1","1.84","7.40","7.19","6.32","0.0","0.0","999.0","sa3008401"
"Anthony Guerra","","0","0","6.12","0","1","0","1.0","1","1","0","1","1","1.83","6.22","6.53","6.32","0.0","0.0","999.0","sa870202"
"Austin Conway","CHW","0","0","6.17","0","1","0","1.0","1","1","0","1","1","1.79","7.07","6.39","6.42","0.0","0.0","999.0","sa3006837"
"Eric Hepple","","0","0","6.15","0","1","0","1.0","1","1","0","1","1","1.81","6.11","6.24","6.33","0.0","0.0","999.0","sa3006992"
"Aaron Bogucki","","0","0","6.18","0","1","0","1.0","1","1","0","1","1","1.74","7.28","5.99","6.33","0.0","0.0","999.0","sa738484"
"Lane Ramsey","CHW","0","0","6.15","0","1","0","1.0","1","1","0","1","1","1.82","5.57","5.99","6.42","0.0","0.0","999.0","sa3006774"
"Yoan Lopez","ARI","2","3","4.61","0","50","0","50.0","50","26","7","47","21","1.42","8.39","3.76","4.62","0.0","0.0","600.9","17181"
"Taylor Henry","","0","0","6.00","0","1","0","1.0","1","1","0","1","1","1.87","5.78","6.72","6.33","0.0","0.0","999.0","sa875295"
"Tanner Allison","","0","0","6.03","0","1","0","1.0","1","1","0","1","1","1.84","6.58","6.84","6.33","0.0","0.0","999.0","sa3005032"
"Sergio Alvarado","","0","0","6.00","0","1","0","1.0","1","1","0","1","1","1.88","7.01","7.43","6.33","0.0","0.0","999.0","sa977123"
"Martin Sotelo","","0","0","6.23","0","1","0","1.0","1","1","0","1","1","1.76","5.60","5.36","6.34","0.0","0.0","999.0","sa509757"
"Tanner Howell","","0","0","6.17","0","1","0","1.0","1","1","0","1","1","1.79","6.71","6.34","6.34","0.0","0.0","999.0","sa3006839"
"Alfonso Hernandez","WSN","0","0","6.16","0","1","0","1.0","1","1","0","1","1","1.82","6.38","6.36","6.39","0.0","0.0","999.0","sa917812"
"Diego Cordero","NYY","0","0","6.37","0","1","0","1.0","1","1","0","1","1","1.72","6.08","5.17","6.58","0.0","0.0","999.0","sa3004004"
"Matthew Hammonds","","0","0","6.26","0","1","0","1.0","1","1","0","1","1","1.86","5.91","6.92","6.80","0.0","0.0","999.0","sa3004711"
"Scott Burke","","0","0","6.18","0","1","0","1.0","1","1","0","1","1","1.70","6.00","5.09","6.34","0.0","0.0","999.0","sa738474"
"James Tatum","","0","0","6.04","0","1","0","1.0","1","1","0","1","1","1.81","6.71","6.59","6.34","0.0","0.0","999.0","sa874233"
"Fabian Williamson","","0","0","6.03","0","1","0","1.0","1","1","0","1","1","1.89","6.85","7.39","6.34","0.0","0.0","999.0","sa328152"
"Adrian Ramirez","","0","0","6.21","0","1","0","1.0","1","1","0","1","1","1.70","6.74","5.42","6.34","0.0","0.0","999.0","sa509467"
"Maikel Aguiar","CHC","0","0","6.08","0","1","0","1.0","1","1","0","1","1","1.86","6.95","7.11","6.24","0.0","0.0","999.0","sa921734"
"Michael Bunal","","0","0","7.17","0","1","0","1.0","1","1","0","1","1","2.00","5.92","6.72","6.68","0.0","0.0","999.0","sa918362"
"Rafael Ordaz","","0","0","6.27","0","1","0","1.0","1","1","0","1","1","1.72","5.77","5.09","6.35","0.0","0.0","999.0","sa657895"
"Bryce Howe","","0","0","6.17","0","1","0","1.0","1","1","0","1","1","1.81","6.33","6.39","6.35","0.0","0.0","999.0","sa3004474"
"Yeison Santana","","0","0","6.18","0","1","0","1.0","1","1","0","1","1","1.84","6.37","6.66","6.35","0.0","0.0","999.0","sa828470"
"Jose Frutos","","0","0","6.23","0","1","0","1.0","1","1","0","1","1","1.80","6.41","6.20","6.35","0.0","0.0","999.0","sa3005382"
"Devin Hemmerich","","0","0","5.75","0","1","0","1.0","1","1","0","1","1","1.78","6.46","6.34","6.20","0.0","0.0","999.0","sa3004672"
"Hunter Stratton","PIT","0","0","6.08","0","1","0","1.0","1","1","0","1","1","1.81","6.51","6.51","6.23","0.0","0.0","999.0","sa3004216"
"Filyer Sanchez","","0","0","6.10","0","1","0","1.0","1","1","0","1","1","1.72","5.70","5.25","6.36","0.0","0.0","999.0","sa872848"
"Dakody Clemmer","CLE","0","0","6.18","0","1","0","1.0","1","1","0","1","1","1.75","6.10","5.60","6.35","0.0","0.0","999.0","sa918421"
"Andrew Tomasovich","","0","0","5.79","0","1","0","1.0","1","1","0","1","1","1.74","6.98","6.43","6.24","0.0","0.0","999.0","sa875302"
"Yerelmy Garcia","","0","0","6.19","0","1","0","1.0","1","1","0","1","1","1.81","5.52","5.90","6.36","0.0","0.0","999.0","sa917747"
"Justin Watts","","0","0","6.22","0","1","0","1.0","1","1","0","1","1","1.79","7.15","6.45","6.36","0.0","0.0","999.0","sa3004365"
"Kyle Hinton","","0","0","6.12","0","1","0","1.0","1","1","0","1","1","1.87","7.22","7.41","6.36","0.0","0.0","999.0","sa3006981"
"Wes Robertson","CIN","0","0","6.46","0","1","0","1.0","1","1","0","1","1","1.83","6.89","6.36","6.49","0.0","0.0","999.0","sa3004491"
"Jorge Quinones","","0","0","6.13","0","1","0","1.0","1","1","0","1","1","1.80","6.75","6.41","6.36","0.0","0.0","999.0","sa729217"
"Ryan Williamson","","0","0","6.11","0","1","0","1.0","1","1","0","1","1","1.80","6.17","6.14","6.36","0.0","0.0","999.0","sa3008258"
"Normand Mendoza","","0","0","6.20","0","1","0","1.0","1","1","0","1","1","1.83","6.60","6.64","6.37","0.0","0.0","999.0","sa3008175"
"Hunter Williams","","0","0","6.02","0","1","0","1.0","1","1","0","1","1","1.84","6.95","7.05","6.37","0.0","0.0","999.0","sa829599"
"Connor Coward","","0","0","6.21","0","1","0","1.0","1","1","0","1","1","1.81","6.66","6.48","6.37","0.0","0.0","999.0","sa3007910"
"Nelson Leon","","0","0","6.21","0","1","0","1.0","1","1","0","1","1","1.82","6.43","6.43","6.37","0.0","0.0","999.0","sa828241"
"Michael LoPresti","","0","0","6.20","0","1","0","1.0","1","1","0","1","1","1.87","5.36","6.40","6.37","0.0","0.0","999.0","sa3006984"
"Cesar Rosado","HOU","0","0","5.91","0","1","0","1.0","1","1","0","1","1","1.81","7.50","7.16","6.29","0.0","0.0","999.0","sa873321"
"Humberto Montiel","","0","0","6.25","0","1","0","1.0","1","1","0","1","1","1.82","6.30","6.31","6.38","0.0","0.0","999.0","sa3005247"
"Alberto Leyva","","0","0","6.20","0","1","0","1.0","1","1","0","1","1","1.79","6.16","6.04","6.38","0.0","0.0","999.0","sa914411"
"Chad Sykes","LAA","0","0","6.17","0","1","0","1.0","1","1","0","1","1","1.83","6.63","6.77","6.50","0.0","0.0","999.0","sa1169870"
"Alexander Mauricio","","0","0","6.36","0","1","0","1.0","1","1","0","1","1","1.84","6.27","6.50","6.62","0.0","0.0","999.0","sa3004337"
"Joel Peguero","TBR","0","0","5.83","0","1","0","1.0","1","1","0","1","1","1.77","6.22","6.31","6.22","0.0","0.0","999.0","sa917689"
"Ethan Larrison","","0","0","6.19","0","1","0","1.0","1","1","0","1","1","1.83","6.54","6.62","6.38","0.0","0.0","999.0","sa3006767"
"Michael Morrison","","0","0","6.24","0","1","0","1.0","1","1","0","1","1","1.80","7.05","6.47","6.38","0.0","0.0","999.0","sa918612"
"Chandler Day","WSN","0","0","6.33","0","1","0","1.0","1","1","0","1","1","1.85","6.14","6.40","6.43","0.0","0.0","999.0","sa3008021"
"Jake Miednik","CLE","0","0","6.11","0","1","0","1.0","1","1","0","1","1","1.84","6.51","6.63","6.37","0.0","0.0","999.0","sa3007242"
"Adrian Rodriguez","","0","0","6.29","0","1","0","1.0","1","1","0","1","1","1.72","5.93","5.13","6.38","0.0","0.0","999.0","sa877346"
"Tyler Day","","0","0","6.23","0","1","0","1.0","1","1","0","1","1","1.83","6.63","6.60","6.38","0.0","0.0","999.0","sa3004105"
"Kyle Marman","CLE","0","0","6.21","0","1","0","1.0","1","1","0","1","1","1.85","6.95","6.92","6.38","0.0","0.0","999.0","sa3008668"
"Robinson Martinez","PHI","0","0","6.27","0","1","0","1.0","1","1","0","1","1","1.85","7.62","7.22","6.50","0.0","0.0","999.0","sa873188"
"Brian Glowicki","","0","0","6.24","0","1","0","1.0","1","1","0","1","1","1.74","6.43","5.69","6.39","0.0","0.0","999.0","sa3004826"
"Alejandro Mejia","COL","0","0","7.07","0","1","0","1.0","1","1","0","1","1","2.03","5.57","6.98","6.73","0.0","0.0","999.0","sa3002923"
"Gregory Veliz","LAA","0","0","6.19","0","1","0","1.0","1","1","0","1","1","1.83","6.61","6.70","6.51","0.0","0.0","999.0","sa1054455"
"Blake Bennett","","0","0","6.23","0","1","0","1.0","1","1","0","1","1","1.85","6.25","6.60","6.39","0.0","0.0","999.0","sa3007940"
"Mark Potter","PHI","0","0","6.26","0","1","0","1.0","1","1","0","1","1","1.83","6.67","6.63","6.50","0.0","0.0","999.0","sa3008066"
"Carlos Pech","","0","0","6.24","0","1","0","1.0","1","1","0","1","1","1.81","6.54","6.37","6.39","0.0","0.0","999.0","sa914287"
"Raul Brito","MIA","0","0","5.81","0","1","0","1.0","1","1","0","1","1","1.86","6.59","7.28","6.11","0.0","0.0","999.0","sa928287"
"Sandel De La Cruz","DET","0","0","6.45","0","1","0","1.0","1","1","0","1","1","1.83","6.30","6.54","6.63","0.0","0.0","999.0","sa3004652"
"Elroy Urbina","","0","0","6.07","0","1","0","1.0","1","1","0","1","1","1.87","6.47","7.05","6.40","0.0","0.0","999.0","sa599414"
"Brendan Nail","BOS","0","0","6.23","0","1","0","1.0","1","1","0","1","1","1.91","7.27","7.55","6.36","0.0","0.0","999.0","sa3005359"
"Trevor Horn","","0","0","6.26","0","1","0","1.0","1","1","0","1","1","1.78","6.01","5.87","6.40","0.0","0.0","999.0","sa3007457"
"Juan Lopez","","0","0","6.22","0","1","0","1.0","1","1","0","1","1","1.83","6.37","6.57","6.40","0.0","0.0","999.0","sa881080"
"Joseph Matulovich","MIL","0","0","6.15","0","1","0","1.0","1","1","0","1","1","1.78","7.02","6.29","6.31","0.0","0.0","999.0","sa3008274"
"Luis Daniel","","0","0","6.29","0","1","0","1.0","1","1","0","1","1","1.80","5.93","5.94","6.40","0.0","0.0","999.0","sa509419"
"Cory Malcom","","0","0","6.24","0","1","0","1.0","1","1","0","1","1","1.86","6.96","7.02","6.40","0.0","0.0","999.0","sa873950"
"Nicolas Heredia","","0","0","6.26","0","1","0","1.0","1","1","0","1","1","1.78","6.50","6.03","6.41","0.0","0.0","999.0","sa733608"
"Joan Martinez","BOS","0","0","6.40","0","1","0","1.0","1","1","0","1","1","1.84","7.49","6.91","6.37","0.0","0.0","999.0","sa917483"
"Ramon Perez","SDP","0","0","5.81","0","1","0","1.0","1","1","0","1","1","1.81","6.59","6.84","6.26","0.0","0.0","999.0","sa3004005"
"Oswaldo Martinez","","0","0","6.32","0","1","0","1.0","1","1","0","1","1","1.79","5.30","5.46","6.41","0.0","0.0","999.0","sa393077"
"Jeremy McKinney","","0","0","6.35","0","1","0","1.0","1","1","0","1","1","1.79","7.43","6.41","6.46","0.0","0.0","999.0","sa915723"
"Christopher Muller","TBR","0","0","5.90","0","1","0","1.0","1","1","0","1","1","1.78","7.23","6.84","6.25","0.0","0.0","999.0","sa3006811"
"Luis Mora","ATL","0","0","6.04","0","1","0","1.0","1","1","0","1","1","1.93","7.57","8.02","6.23","0.0","0.0","999.0","sa828591"
"Javier Reynoso","","0","0","6.14","0","1","0","1.0","1","1","0","1","1","1.84","6.45","6.72","6.42","0.0","0.0","999.0","sa505523"
"Julian Arballo","","0","0","6.28","0","1","0","1.0","1","1","0","1","1","1.83","6.04","6.37","6.43","0.0","0.0","999.0","sa504009"
"Caleb Freeman","CHW","0","0","6.25","0","1","0","1.0","1","1","0","1","1","1.83","7.19","6.84","6.52","0.0","0.0","999.0","sa3011339"
"Nolan Hoffman","SEA","0","0","6.05","0","1","0","1.0","1","1","0","1","1","1.85","6.29","6.98","6.44","0.0","0.0","999.0","sa3007471"
"Oliver Garcia","PIT","0","0","6.21","0","1","0","1.0","1","1","0","1","1","1.88","6.53","7.07","6.30","0.0","0.0","999.0","sa917415"
"Gabriel Castellanos","","0","0","6.10","0","1","0","1.0","1","1","0","1","1","1.90","6.32","7.27","6.43","0.0","0.0","999.0","sa597044"
"Sean Chandler","TEX","0","0","6.64","0","1","0","1.0","1","1","0","1","1","1.94","6.70","7.52","6.79","0.0","0.0","999.0","sa876088"
"Gabriel Friese","","0","0","6.34","0","1","0","1.0","1","1","0","1","1","1.78","5.85","5.63","6.44","0.0","0.0","999.0","sa856184"
"Denny Roman","PIT","0","0","6.04","0","1","0","1.0","1","1","0","1","1","1.90","6.64","7.43","6.31","0.0","0.0","999.0","sa3007608"
"Andrew McGuire","","0","0","6.23","0","1","0","1.0","1","1","0","1","1","1.89","5.36","6.69","6.44","0.0","0.0","999.0","sa3008048"
"Kellen Rholl","CLE","0","0","6.04","0","1","0","1.0","1","1","0","1","1","1.91","6.98","7.67","6.43","0.0","0.0","999.0","sa3007258"
"Jonathan Guzman","","0","0","6.22","0","1","0","1.0","1","1","0","1","1","1.88","6.75","7.22","6.44","0.0","0.0","999.0","sa874249"
"Bryan Pall","SEA","0","0","6.09","0","1","0","1.0","1","1","0","1","1","1.80","6.95","6.74","6.46","0.0","0.0","999.0","sa3008614"
"Felix Bautista","BAL","0","0","6.53","0","1","0","1.0","1","1","0","1","1","1.91","6.25","7.41","6.90","0.0","0.0","999.0","sa737480"
"Oscar Marcelino","","0","0","6.21","0","1","0","1.0","1","1","0","1","1","1.90","6.49","7.33","6.44","0.0","0.0","999.0","sa830623"
"Nicholas Highberger","OAK","0","0","5.99","0","1","0","1.0","1","1","0","1","1","1.82","5.55","6.49","6.32","0.0","0.0","999.0","sa872728"
"Ted Cillis","","0","0","6.11","0","1","0","1.0","1","1","0","1","1","1.87","5.68","6.71","6.44","0.0","0.0","999.0","sa3006838"
"Jamal Wade","","0","0","6.26","0","1","0","1.0","1","1","0","1","1","1.89","6.82","7.32","6.45","0.0","0.0","999.0","sa3004796"
"Kelvin Rodriguez","","0","0","6.09","0","1","0","1.0","1","1","0","1","1","1.87","6.65","7.14","6.45","0.0","0.0","999.0","sa877674"
"John Pomeroy","","0","0","6.19","0","1","0","1.0","1","1","0","1","1","1.93","6.94","7.75","6.34","0.0","0.0","999.0","sa918291"
"Elkin Alcala","","0","0","6.28","0","1","0","1.0","1","1","0","1","1","1.72","6.11","5.32","6.45","0.0","0.0","999.0","sa917126"
"Dylan Stock","","0","0","6.27","0","1","0","1.0","1","1","0","1","1","1.87","6.35","6.89","6.45","0.0","0.0","999.0","sa3004354"
"Slater Lee","","0","0","6.03","0","1","0","1.0","1","1","0","1","1","1.78","5.85","6.19","6.33","0.0","0.0","999.0","sa3004224"
"Declan Cronin","CHW","0","0","6.27","0","1","0","1.0","1","1","0","1","1","1.86","6.29","6.69","6.55","0.0","0.0","999.0","sa3010252"
"Tyler Fallwell","","0","0","6.30","0","1","0","1.0","1","1","0","1","1","1.84","6.33","6.58","6.45","0.0","0.0","999.0","sa918454"
"Ryan Koziol","","0","0","6.31","0","1","0","1.0","1","1","0","1","1","1.85","5.90","6.44","6.45","0.0","0.0","999.0","sa878100"
"Michael York","TBR","0","0","5.95","0","1","0","1.0","1","1","0","1","1","1.69","6.42","5.62","6.29","0.0","0.0","999.0","sa918008"
"Carlos Vega","","0","0","6.34","0","1","0","1.0","1","1","0","1","1","1.82","6.35","6.32","6.46","0.0","0.0","999.0","sa3007909"
"Erin Baldwin","","0","0","6.28","0","1","0","1.0","1","1","0","1","1","1.85","5.21","6.21","6.46","0.0","0.0","999.0","sa3006963"
"Jeferson Mejia","","0","0","6.26","0","1","0","1.0","1","1","0","1","1","1.89","6.90","7.36","6.46","0.0","0.0","999.0","sa751022"
"Cole Gordon","NYM","0","0","5.93","0","1","0","1.0","1","1","0","1","1","1.80","7.45","6.99","6.28","0.0","0.0","999.0","sa3011216"
"Jose Espada","BOS","0","0","6.51","0","1","0","1.0","1","1","0","1","1","1.81","6.89","6.30","6.43","0.0","0.0","999.0","sa875064"
"Jose Alejandro","","0","0","6.27","0","1","0","1.0","1","1","0","1","1","1.91","6.70","7.43","6.47","0.0","0.0","999.0","sa873154"
"Luis Ledo","CHW","0","0","6.27","0","1","0","1.0","1","1","0","1","1","1.84","6.96","6.87","6.57","0.0","0.0","999.0","sa740812"
"Rogelio Bernal","","0","0","6.29","0","1","0","1.0","1","1","0","1","1","1.84","5.92","6.46","6.47","0.0","0.0","999.0","sa914044"
"Refugio Marin","","0","0","6.31","0","1","0","1.0","1","1","0","1","1","1.83","5.87","6.29","6.47","0.0","0.0","999.0","sa977187"
